,PolicyholderAgeinyears,IncomeofPolicyholderperannum,Planenrolledyear,YearofMaturity,NumberofPremiumspaidinyears,PremiumPaidtilldate,Totaldelayedmonths,Default
2548,58,165620,2019,2039,4,66666,12,0
2549,58,165450,2015,2035,8,133333,11,1
2550,43,165350,2019,2039,4,66666,11,0
2551,67,165310,2014,2034,9,150000,13,1
2552,31,165300,2015,2035,8,133333,11,1
2553,48,165230,2019,2039,4,66666,11,0
2554,34,165160,2021,2041,2,33333,11,0
2555,65,165150,2020,2040,3,50000,12,0
2556,35,165150,2015,2035,8,133333,11,1
2557,63,165150,2019,2039,4,66666,16,0
2558,69,165150,2014,2034,9,150000,13,1
2559,50,165150,2015,2035,8,133333,11,1
2560,35,165140,2019,2039,4,66666,12,0
2561,58,165140,2021,2041,2,33333,11,0
2562,46,165130,2020,2040,3,50000,11,0
2563,32,165120,2015,2035,8,133333,16,1
2564,44,165120,2019,2039,4,66666,11,0
2565,40,165110,2014,2034,9,150000,13,1
2566,42,165110,2015,2035,8,133333,12,1
2567,36,165110,2019,2039,4,66666,14,0
2568,58,165100,2015,2035,8,133333,11,1
2569,81,165100,2019,2039,4,66666,11,0
2570,43,165100,2014,2034,9,150000,13,1
2571,30,165100,2015,2035,8,133333,11,1
2572,59,165100,2019,2039,4,66666,11,0
2573,44,165100,2014,2034,9,150000,13,1
2574,41,165100,2015,2035,8,133333,11,1
2575,44,165100,2019,2039,4,66666,11,0
2576,67,165100,2015,2035,8,133333,12,1
2577,45,165100,2019,2039,4,66666,11,0
2578,41,165090,2014,2034,9,150000,13,1
2579,56,165080,2015,2035,8,133333,11,1
2580,50,165080,2019,2039,4,66666,11,0
2581,50,165080,2014,2034,9,150000,13,1
2582,36,165070,2015,2035,8,133333,11,1
2583,35,165070,2019,2039,4,66666,11,0
2584,43,165070,2015,2035,8,133333,11,1
2585,42,165070,2019,2039,4,66666,11,0
2586,46,165060,2014,2034,9,150000,13,1
2587,36,165060,2015,2035,8,133333,11,1
2588,56,165050,2019,2039,4,66666,11,0
2589,74,165050,2014,2034,9,150000,13,1
2590,58,165040,2015,2035,8,133333,12,1
2591,60,165030,2019,2039,4,66666,11,0
2592,48,165030,2015,2035,8,133333,11,1
2593,36,165030,2019,2039,4,66666,9,1
2594,53,165020,2014,2034,9,150000,13,1
2595,66,164990,2015,2035,8,133333,11,1
2596,68,164640,2019,2039,4,66666,11,0
2597,79,164490,2014,2034,9,150000,13,1
2598,45,164470,2015,2035,8,133333,11,1
2599,32,164360,2019,2039,4,66666,11,0
2600,66,164270,2015,2035,8,133333,11,1
2601,58,164120,2019,2039,4,66666,11,0
2602,62,164110,2014,2034,9,150000,13,1
2603,78,164040,2015,2035,8,133333,12,1
2604,55,164040,2019,2039,4,66666,11,0
2605,54,163950,2014,2034,9,150000,13,1
2606,32,163920,2015,2035,8,133333,11,1
2607,77,163880,2019,2039,4,66666,16,0
2608,47,163860,2015,2035,8,133333,16,1
2609,40,163860,2019,2039,4,66666,11,0
2610,38,163770,2014,2034,9,150000,13,1
2611,45,163570,2015,2035,8,133333,11,1
2612,69,163550,2019,2039,4,66666,16,0
2613,51,163310,2019,2039,4,66666,12,0
2614,70,163140,2014,2034,9,150000,13,1
2615,55,163050,2015,2035,8,133333,11,1
2616,50,163040,2019,2039,4,66666,11,0
2617,68,162770,2015,2035,8,133333,11,1
2618,62,162760,2019,2039,4,66666,11,0
2619,30,162670,2014,2034,9,150000,13,1
2620,75,162640,2015,2035,8,133333,11,1
2621,46,162620,2019,2039,4,66666,11,0
2622,47,162610,2014,2034,9,150000,13,1
2623,54,162590,2015,2035,8,133333,12,1
2624,45,162580,2019,2039,4,66666,11,0
2625,46,162570,2015,2035,8,133333,11,1
2626,37,162560,2019,2039,4,66666,13,0
2627,66,162560,2014,2034,9,150000,16,1
2628,58,162560,2015,2035,8,133333,16,1
2629,55,162560,2019,2039,4,66666,11,0
2630,36,162550,2019,2039,4,66666,11,0
2631,64,162530,2014,2034,9,150000,13,1
2632,42,162530,2015,2035,8,133333,11,1
2633,59,162520,2019,2039,4,66666,11,0
2634,61,162510,2015,2035,8,133333,11,1
2635,37,162140,2019,2039,4,66666,12,0
2636,59,162140,2014,2034,9,150000,13,1
2637,40,162140,2015,2035,8,133333,11,1
2638,41,162100,2019,2039,4,66666,16,0
2639,35,162100,2014,2034,9,150000,13,1
2640,68,162100,2015,2035,8,133333,12,1
2641,45,162090,2019,2039,4,66666,11,0
2642,36,162080,2015,2035,8,133333,11,1
2643,36,162080,2019,2039,4,66666,11,0
2644,64,162070,2014,2034,9,150000,16,1
2645,53,162060,2015,2035,8,133333,12,1
2646,80,162040,2019,2039,4,66666,12,0
2647,68,162040,2019,2039,4,66666,16,0
2648,60,162030,2014,2034,9,150000,13,1
2649,42,161790,2015,2035,8,133333,12,1
2650,50,161730,2019,2039,4,66666,12,0
2651,40,161690,2015,2035,8,133333,12,1
2652,66,161690,2019,2039,4,66666,11,0
2653,69,161650,2014,2034,9,150000,13,1
2654,40,161580,2015,2035,8,133333,12,1
2655,64,161510,2019,2039,4,66666,11,0
2656,42,161360,2014,2034,9,150000,13,1
2657,64,161340,2015,2035,8,133333,11,1
2658,69,161320,2019,2039,4,66666,11,0
2659,40,161280,2015,2035,8,133333,12,1
2660,59,161270,2019,2039,4,66666,11,0
2661,44,161230,2014,2034,9,150000,13,1
2662,35,161040,2015,2035,8,133333,16,0
2663,62,161000,2019,2039,4,66666,13,0
2664,59,160870,2021,2041,2,33333,16,0
2665,43,160860,2020,2040,3,50000,11,0
2666,62,160810,2015,2035,8,133333,16,1
2667,45,160690,2019,2039,4,66666,16,0
2668,47,160630,2014,2034,9,150000,13,1
2669,62,160620,2015,2035,8,133333,11,1
2670,59,160500,2019,2039,4,66666,11,0
2671,78,160480,2021,2041,2,33333,11,0
2672,54,160460,2020,2040,3,50000,11,0
2673,47,160380,2015,2035,8,133333,12,1
2674,57,160320,2019,2039,4,66666,11,0
2675,36,160230,2014,2034,9,150000,13,1
2676,42,160150,2015,2035,8,133333,11,1
2677,50,160140,2019,2039,4,66666,16,0
2678,36,160130,2015,2035,8,133333,16,1
2679,54,160130,2019,2039,4,66666,11,0
2680,42,160120,2014,2034,9,150000,13,1
2681,62,160070,2015,2035,8,133333,11,1
2682,32,160070,2019,2039,4,66666,9,1
2683,53,160060,2021,2041,2,33333,11,0
2684,50,159820,2020,2040,3,50000,11,0
2685,58,159780,2015,2035,8,133333,16,1
2686,31,159760,2019,2039,4,66666,12,0
2687,35,159760,2014,2034,9,150000,13,1
2688,43,159420,2015,2035,8,133333,11,1
2689,34,159390,2019,2039,4,66666,13,0
2690,40,159320,2021,2041,2,33333,11,0
2691,52,159250,2020,2040,3,50000,11,0
2692,64,159150,2015,2035,8,133333,11,1
2693,59,159150,2019,2039,4,66666,11,0
2694,73,159140,2014,2034,9,150000,13,1
2695,38,159130,2015,2035,8,133333,11,1
2696,39,159130,2019,2039,4,66666,11,0
2697,62,159120,2015,2035,8,133333,11,1
2698,50,159110,2019,2039,4,66666,12,0
2699,51,159110,2014,2034,9,150000,13,1
2700,34,159110,2015,2035,8,133333,12,1
2701,51,159100,2019,2039,4,66666,11,0
2702,41,159090,2021,2041,2,33333,11,0
2703,44,159080,2020,2040,3,50000,15,0
2704,45,159070,2015,2035,8,133333,16,1
2705,76,159030,2019,2039,4,66666,11,0
2706,71,159030,2014,2034,9,150000,13,1
2707,56,159030,2015,2035,8,133333,12,1
2708,51,159030,2019,2039,4,66666,11,0
2709,47,159030,2021,2041,2,33333,13,0
2710,52,159010,2020,2040,3,50000,11,0
2711,62,159010,2015,2035,8,133333,11,1
2712,56,158950,2019,2039,4,66666,12,0
2713,58,158920,2014,2034,9,150000,13,1
2714,89,158850,2015,2035,8,133333,13,1
2715,56,158780,2019,2039,4,66666,11,0
2716,57,158780,2015,2035,8,133333,11,1
2717,35,158550,2019,2039,4,66666,11,0
2718,46,158520,2014,2034,9,150000,13,1
2719,67,158520,2015,2035,8,133333,11,1
2720,51,158410,2019,2039,4,66666,12,0
2721,57,158010,2014,2034,9,150000,13,1
2722,57,157920,2015,2035,8,133333,11,1
2723,57,157790,2019,2039,4,66666,11,0
2724,69,157640,2015,2035,8,133333,11,1
2725,45,157630,2019,2039,4,66666,12,0
2726,67,157630,2014,2034,9,150000,13,1
2727,34,157620,2015,2035,8,133333,11,1
2728,64,157600,2019,2039,4,66666,11,0
2729,35,157600,2014,2034,9,150000,12,1
2730,56,157590,2015,2035,8,133333,12,1
2731,64,157590,2019,2039,4,66666,11,0
2732,65,157590,2015,2035,8,133333,11,1
2733,37,157570,2019,2039,4,66666,16,0
2734,38,157560,2014,2034,9,150000,13,1
2735,55,157550,2015,2035,8,133333,11,1
2736,30,157550,2019,2039,4,66666,11,0
2737,58,157550,2014,2034,9,150000,13,1
2738,33,157550,2015,2035,8,133333,11,1
2739,64,157530,2019,2039,4,66666,11,0
2740,61,157510,2015,2035,8,133333,11,1
2741,79,157490,2019,2039,4,66666,11,0
2742,59,157490,2014,2034,9,150000,13,1
2743,59,157380,2015,2035,8,133333,11,1
2744,31,157360,2019,2039,4,66666,12,0
2745,40,157130,2014,2034,9,150000,13,1
2746,62,157080,2015,2035,8,133333,11,1
2747,65,157050,2019,2039,4,66666,11,0
2748,47,156900,2015,2035,8,133333,11,1
2749,53,156830,2019,2039,4,66666,12,0
2750,50,156790,2014,2034,9,150000,13,1
2751,33,156590,2015,2035,8,133333,11,1
2752,39,156560,2019,2039,4,66666,11,0
2753,64,156200,2014,2034,9,150000,13,1
2754,65,156200,2015,2035,8,133333,11,1
2755,57,156150,2019,2039,4,66666,11,0
2756,60,156140,2015,2035,8,133333,11,1
2757,53,156120,2019,2039,4,66666,11,0
2758,52,156120,2014,2034,9,150000,13,1
2759,60,156120,2015,2035,8,133333,11,1
2760,36,156110,2019,2039,4,66666,11,0
2761,43,156100,2019,2039,4,66666,11,0
2762,34,156090,2014,2034,9,150000,13,1
2763,35,156080,2015,2035,8,133333,12,1
2764,55,156070,2019,2039,4,66666,12,0
2765,40,156070,2015,2035,8,133333,11,1
2766,45,156040,2019,2039,4,66666,11,0
2767,49,156040,2014,2034,9,150000,13,1
2768,63,156030,2015,2035,8,133333,15,1
2769,74,156030,2019,2039,4,66666,11,0
2770,49,155630,2014,2034,9,150000,13,1
2771,66,155620,2015,2035,8,133333,11,1
2772,48,155370,2019,2039,4,66666,11,0
2773,52,155310,2015,2035,8,133333,11,1
2774,70,155310,2019,2039,4,66666,11,0
2775,60,155130,2014,2034,9,150000,13,1
2776,62,155120,2015,2035,8,133333,11,1
2777,55,155120,2019,2039,4,66666,12,0
2778,76,155110,2019,2039,4,66666,11,0
2779,52,155110,2014,2034,9,150000,13,1
2780,38,155080,2015,2035,8,133333,9,1
2781,59,155040,2019,2039,4,66666,11,0
2782,49,155030,2015,2035,8,133333,11,1
2783,40,154990,2019,2039,4,66666,11,0
2784,46,154890,2014,2034,9,150000,13,1
2785,67,154630,2015,2035,8,133333,14,1
2786,59,154620,2019,2039,4,66666,11,0
2787,41,154620,2014,2034,9,150000,13,1
2788,70,154610,2015,2035,8,133333,11,1
2789,68,154580,2019,2039,4,66666,11,0
2790,54,154300,2015,2035,8,133333,11,1
2791,58,153710,2019,2039,4,66666,11,0
2792,75,153690,2014,2034,9,150000,13,1
2793,43,153610,2015,2035,8,133333,16,1
2794,60,153600,2019,2039,4,66666,11,0
2795,56,153560,2019,2039,4,66666,11,0
2796,39,153540,2014,2034,9,150000,13,1
2797,75,153270,2015,2035,8,133333,11,1
2798,31,153150,2019,2039,4,66666,13,0
2799,46,153110,2015,2035,8,133333,11,1
2800,51,153100,2019,2039,4,66666,16,0
2801,49,153090,2014,2034,9,150000,13,1
2802,77,153080,2015,2035,8,133333,13,1
2803,59,153080,2019,2039,4,66666,11,0
2804,52,153070,2014,2034,9,150000,13,1
2805,62,153070,2015,2035,8,133333,12,1
2806,41,153050,2019,2039,4,66666,11,0
2807,36,153040,2015,2035,8,133333,11,1
2808,65,153040,2019,2039,4,66666,11,0
2809,40,153030,2014,2034,9,150000,13,1
2810,64,152940,2015,2035,8,133333,11,1
2811,35,152730,2019,2039,4,66666,11,0
2812,44,152640,2021,2041,2,33333,12,0
2813,64,152610,2020,2040,3,50000,12,0
2814,44,152540,2015,2035,8,133333,11,1
2815,35,152480,2019,2039,4,66666,11,0
2816,44,152420,2014,2034,9,150000,13,1
2817,67,152420,2015,2035,8,133333,11,1
2818,60,152380,2019,2039,4,66666,11,0
2819,68,152230,2021,2041,2,33333,11,0
2820,58,152010,2020,2040,3,50000,11,0
2821,74,151880,2015,2035,8,133333,11,1
2822,40,151830,2019,2039,4,66666,11,0
2823,50,151830,2014,2034,9,150000,13,1
2824,51,151800,2015,2035,8,133333,11,1
2825,57,151790,2019,2039,4,66666,11,0
2826,66,151410,2015,2035,8,133333,11,1
2827,50,151230,2019,2039,4,66666,11,0
2828,32,151170,2014,2034,9,150000,13,1
2829,65,151070,2015,2035,8,133333,11,1
2830,57,150930,2019,2039,4,66666,11,0
2831,67,150930,2021,2041,2,33333,12,0
2832,57,150900,2020,2040,3,50000,11,0
2833,49,150720,2015,2035,8,133333,11,1
2834,66,150550,2019,2039,4,66666,11,0
2835,44,150520,2014,2034,9,150000,13,1
2836,64,150440,2015,2035,8,133333,12,1
2837,65,150430,2019,2039,4,66666,11,0
2838,67,150240,2021,2041,2,33333,11,0
2839,63,150180,2020,2040,3,50000,16,0
2840,43,150170,2015,2035,8,133333,11,1
2841,46,150150,2019,2039,4,66666,11,0
2842,68,150150,2014,2034,9,150000,13,1
2843,47,150150,2015,2035,8,133333,11,1
2844,53,150150,2019,2039,4,66666,13,0
2845,35,150150,2015,2035,8,133333,11,1
2846,51,150150,2019,2039,4,66666,9,1
2847,39,150150,2014,2034,9,150000,13,1
2848,44,150150,2015,2035,8,133333,12,1
2849,62,150150,2019,2039,4,66666,11,0
2850,65,150140,2021,2041,2,33333,11,0
2851,61,150140,2020,2040,3,50000,11,0
2852,60,150140,2015,2035,8,133333,11,1
2853,40,150140,2019,2039,4,66666,11,0
2854,47,150140,2014,2034,9,150000,13,1
2855,62,150140,2015,2035,8,133333,11,1
2856,42,150130,2019,2039,4,66666,11,0
2857,59,150130,2021,2041,2,33333,11,0
2858,63,150130,2020,2040,3,50000,11,0
2859,51,150130,2015,2035,8,133333,11,1
2860,36,150120,2019,2039,4,66666,11,0
2861,48,150120,2014,2034,9,150000,13,1
2862,58,150120,2015,2035,8,133333,11,1
2863,40,150120,2019,2039,4,66666,11,0
2864,58,150120,2015,2035,8,133333,11,1
2865,63,150120,2019,2039,4,66666,11,0
2866,50,150120,2014,2034,9,150000,13,1
2867,41,150120,2015,2035,8,133333,11,1
2868,61,150120,2019,2039,4,66666,11,0
2869,71,150120,2014,2034,9,150000,13,1
2870,54,150110,2015,2035,8,133333,11,1
2871,44,150110,2019,2039,4,66666,11,0
2872,35,150110,2015,2035,8,133333,16,1
2873,61,150110,2019,2039,4,66666,11,0
2874,42,150110,2014,2034,9,150000,13,1
2875,61,150110,2015,2035,8,133333,11,1
2876,39,150100,2019,2039,4,66666,12,0
2877,37,150100,2014,2034,9,150000,13,1
2878,61,150100,2015,2035,8,133333,15,1
2879,58,150100,2019,2039,4,66666,11,0
2880,35,150100,2015,2035,8,133333,11,1
2881,35,150100,2019,2039,4,66666,12,0
2882,33,150100,2014,2034,9,150000,13,1
2883,54,150100,2015,2035,8,133333,11,1
2884,48,150100,2019,2039,4,66666,11,0
2885,63,150090,2014,2034,9,150000,13,1
2886,70,150090,2015,2035,8,133333,11,1
2887,44,150090,2019,2039,4,66666,11,0
2888,51,150090,2015,2035,8,133333,11,1
2889,49,150090,2019,2039,4,66666,11,0
2890,73,150090,2014,2034,9,150000,13,1
2891,60,150090,2015,2035,8,133333,11,1
2892,62,150090,2019,2039,4,66666,11,0
2893,62,150090,2014,2034,9,150000,13,1
2894,53,150090,2015,2035,8,133333,11,1
2895,66,150090,2019,2039,4,66666,11,0
2896,42,150090,2015,2035,8,133333,11,1
2897,57,150090,2019,2039,4,66666,11,0
2898,63,150080,2014,2034,9,150000,13,1
2899,62,150080,2015,2035,8,133333,11,1
2900,36,150080,2019,2039,4,66666,16,0
2901,56,150070,2014,2034,9,150000,13,1
2902,46,150070,2015,2035,8,133333,11,1
2903,36,150070,2019,2039,4,66666,11,0
2904,67,150070,2015,2035,8,133333,11,1
2905,68,150070,2019,2039,4,66666,11,0
2906,73,150070,2014,2034,9,150000,13,1
2907,77,150070,2015,2035,8,133333,13,1
2908,35,150070,2019,2039,4,66666,11,0
2909,61,150070,2019,2039,4,66666,11,0
2910,48,150070,2014,2034,9,150000,13,1
2911,52,150070,2015,2035,8,133333,12,1
2912,46,150060,2019,2039,4,66666,16,0
2913,48,150060,2015,2035,8,133333,15,1
2914,47,150060,2019,2039,4,66666,11,0
2915,80,150060,2014,2034,9,150000,13,1
2916,64,150060,2015,2035,8,133333,11,1
2917,54,150060,2019,2039,4,66666,11,0
2918,39,150060,2014,2034,9,150000,13,1
2919,41,150060,2015,2035,8,133333,11,1
2920,44,150060,2019,2039,4,66666,11,0
2921,44,150050,2015,2035,8,133333,16,1
2922,40,150050,2019,2039,4,66666,11,0
2923,45,150050,2014,2034,9,150000,13,1
2924,46,150050,2015,2035,8,133333,11,1
2925,40,150050,2019,2039,4,66666,11,0
2926,54,150050,2019,2039,4,66666,11,0
2927,42,150050,2014,2034,9,150000,13,1
2928,48,150050,2015,2035,8,133333,11,1
2929,50,150050,2019,2039,4,66666,12,0
2930,66,150040,2015,2035,8,133333,11,1
2931,40,150040,2019,2039,4,66666,11,0
2932,58,150040,2014,2034,9,150000,13,1
2933,56,150040,2015,2035,8,133333,11,1
2934,43,150040,2019,2039,4,66666,11,0
2935,58,150040,2014,2034,9,150000,13,1
2936,54,150030,2015,2035,8,133333,13,1
2937,53,150030,2019,2039,4,66666,12,0
2938,50,150030,2015,2035,8,133333,11,1
2939,42,150030,2019,2039,4,66666,12,0
2940,43,150030,2014,2034,9,150000,13,1
2941,36,150030,2015,2035,8,133333,16,1
2942,61,150030,2019,2039,4,66666,11,0
2943,35,150030,2019,2039,4,66666,11,0
2944,76,150030,2014,2034,9,150000,13,1
2945,31,150030,2015,2035,8,133333,15,1
2946,58,149930,2019,2039,4,66666,16,0
2947,62,149810,2015,2035,8,133333,11,1
2948,31,149800,2019,2039,4,66666,11,0
2949,74,149750,2014,2034,9,150000,13,1
2950,45,149570,2015,2035,8,133333,11,1
2951,33,149400,2019,2039,4,66666,11,0
2952,34,149270,2014,2034,9,150000,16,1
2953,62,149030,2015,2035,8,133333,11,1
2954,35,148860,2019,2039,4,66666,11,0
2955,41,148650,2015,2035,8,133333,11,1
2956,46,148640,2019,2039,4,66666,11,0
2957,38,148630,2014,2034,9,150000,13,1
2958,34,148580,2015,2035,8,133333,11,1
2959,71,148540,2019,2039,4,66666,11,0
2960,51,148530,2016,2036,7,116666,11,1
2961,70,148500,2011,2031,12,200000,11,1
2962,61,148300,2012,2032,11,183333,13,1
2963,35,148050,2013,2033,10,166666,11,1
2964,36,147770,2014,2034,9,150000,13,1
2965,62,147620,2015,2035,8,133333,12,1
2966,44,147500,2016,2036,7,116666,11,1
2967,44,147390,2017,2037,6,100000,11,1
2968,75,147360,2018,2038,5,83333,12,1
2969,68,147200,2019,2039,4,66666,12,0
2970,63,147140,2020,2040,3,50000,12,0
2971,38,147090,2021,2041,2,33333,11,0
2972,55,147090,2015,2035,8,133333,11,1
2973,61,147090,2019,2039,4,66666,11,0
2974,38,147090,2015,2035,8,133333,11,1
2975,80,147090,2019,2039,4,66666,11,0
2976,61,147070,2014,2034,9,150000,13,1
2977,51,147070,2015,2035,8,133333,11,1
2978,53,147030,2019,2039,4,66666,11,0
2979,64,147030,2016,2036,7,116666,11,1
2980,35,146620,2011,2031,12,200000,11,1
2981,43,146320,2012,2032,11,183333,11,1
2982,54,146280,2013,2033,10,166666,11,1
2983,42,146100,2014,2034,9,150000,13,1
2984,64,146070,2015,2035,8,133333,11,1
2985,41,145870,2016,2036,7,116666,11,1
2986,73,145760,2017,2037,6,100000,11,1
2987,63,145750,2018,2038,5,83333,12,1
2988,35,145740,2019,2039,4,66666,12,0
2989,56,145710,2020,2040,3,50000,11,0
2990,42,145640,2021,2041,2,33333,11,0
2991,35,145610,2015,2035,8,133333,12,1
2992,35,145600,2019,2039,4,66666,16,0
2993,63,145590,2015,2035,8,133333,11,1
2994,65,145540,2019,2039,4,66666,11,0
2995,47,145280,2014,2034,9,150000,13,1
2996,53,145270,2015,2035,8,133333,14,1
2997,33,145120,2019,2039,4,66666,11,0
2998,56,145110,2016,2036,7,116666,11,1
2999,47,145090,2011,2031,12,200000,16,1
3000,78,145090,2012,2032,11,183333,11,1
3001,49,145090,2013,2033,10,166666,11,1
3002,65,145070,2014,2034,9,150000,13,1
3003,46,145050,2015,2035,8,133333,11,1
3004,70,145050,2016,2036,7,116666,11,1
3005,34,145050,2017,2037,6,100000,11,1
3006,60,144830,2018,2038,5,83333,11,1
3007,73,144630,2019,2039,4,66666,12,0
3008,64,144510,2020,2040,3,50000,11,0
3009,50,144330,2021,2041,2,33333,16,0
3010,67,144210,2015,2035,8,133333,13,1
3011,36,144150,2019,2039,4,66666,16,0
3012,34,144150,2015,2035,8,133333,11,1
3013,50,144150,2019,2039,4,66666,12,0
3014,31,144140,2014,2034,9,150000,13,1
3015,46,144120,2015,2035,8,133333,11,1
3016,41,144100,2019,2039,4,66666,13,0
3017,48,144100,2016,2036,7,116666,11,1
3018,83,144100,2011,2031,12,200000,11,1
3019,54,144100,2012,2032,11,183333,11,1
3020,79,144100,2013,2033,10,166666,11,1
3021,35,144070,2014,2034,9,150000,13,1
3022,46,144060,2015,2035,8,133333,16,1
3023,72,144060,2016,2036,7,116666,14,1
3024,62,144060,2017,2037,6,100000,16,0
3025,45,144060,2018,2038,5,83333,12,1
3026,72,144050,2019,2039,4,66666,16,0
3027,41,144050,2020,2040,3,50000,11,0
3028,63,144040,2021,2041,2,33333,11,0
3029,82,144040,2015,2035,8,133333,11,1
3030,49,144030,2019,2039,4,66666,9,1
3031,33,143840,2015,2035,8,133333,11,1
3032,38,143710,2019,2039,4,66666,11,0
3033,47,143610,2014,2034,9,150000,13,1
3034,33,143590,2015,2035,8,133333,11,1
3035,36,143580,2019,2039,4,66666,11,0
3036,47,143490,2016,2036,7,116666,11,1
3037,40,143390,2011,2031,12,200000,11,1
3038,61,143270,2012,2032,11,183333,11,1
3039,48,143080,2013,2033,10,166666,11,1
3040,57,143030,2014,2034,9,150000,16,1
3041,33,142980,2015,2035,8,133333,13,1
3042,50,142840,2016,2036,7,116666,11,1
3043,44,142830,2017,2037,6,100000,11,1
3044,37,142680,2018,2038,5,83333,11,1
3045,54,142640,2019,2039,4,66666,11,0
3046,46,142630,2020,2040,3,50000,11,0
3047,40,142600,2021,2041,2,33333,11,0
3048,35,142580,2015,2035,8,133333,12,1
3049,35,142580,2019,2039,4,66666,11,0
3050,60,142570,2015,2035,8,133333,11,1
3051,74,142560,2019,2039,4,66666,11,0
3052,66,142560,2014,2034,9,150000,13,1
3053,73,142540,2015,2035,8,133333,11,1
3054,44,142530,2019,2039,4,66666,16,0
3055,55,142070,2016,2036,7,116666,16,0
3056,56,142020,2011,2031,12,200000,11,1
3057,39,141800,2012,2032,11,183333,13,1
3058,72,141760,2013,2033,10,166666,11,1
3059,32,141470,2014,2034,9,150000,13,1
3060,56,141320,2015,2035,8,133333,11,1
3061,56,141180,2016,2036,7,116666,12,1
3062,49,141150,2017,2037,6,100000,12,1
3063,52,141140,2018,2038,5,83333,11,1
3064,84,141130,2019,2039,4,66666,11,0
3065,47,141120,2020,2040,3,50000,12,0
3066,63,141110,2021,2041,2,33333,11,0
3067,58,141100,2015,2035,8,133333,11,1
3068,79,141050,2019,2039,4,66666,13,0
3069,53,141050,2015,2035,8,133333,11,1
3070,55,141040,2019,2039,4,66666,16,0
3071,61,141030,2014,2034,9,150000,13,1
3072,52,141030,2015,2035,8,133333,12,1
3073,46,140800,2019,2039,4,66666,11,0
3074,45,140740,2016,2036,7,116666,11,1
3075,44,140640,2011,2031,12,200000,11,1
3076,36,140610,2012,2032,11,183333,11,1
3077,77,140520,2013,2033,10,166666,11,1
3078,35,140470,2014,2034,9,150000,13,1
3079,72,140400,2015,2035,8,133333,12,1
3080,62,140240,2016,2036,7,116666,12,1
3081,53,140120,2017,2037,6,100000,11,1
3082,51,140110,2018,2038,5,83333,11,1
3083,47,140070,2019,2039,4,66666,11,0
3084,35,140060,2020,2040,3,50000,11,0
3085,60,140050,2021,2041,2,33333,11,0
3086,46,140050,2015,2035,8,133333,11,1
3087,34,140020,2019,2039,4,66666,11,0
3088,35,139990,2015,2035,8,133333,11,1
3089,46,139830,2019,2039,4,66666,11,0
3090,37,139770,2014,2034,9,150000,13,1
3091,50,139710,2015,2035,8,133333,11,1
3092,41,139620,2019,2039,4,66666,16,0
3093,46,139550,2016,2036,7,116666,11,1
3094,68,139260,2011,2031,12,200000,11,1
3095,52,139240,2012,2032,11,183333,11,1
3096,72,139080,2013,2033,10,166666,16,1
3097,66,139020,2014,2034,9,150000,13,1
3098,35,139020,2015,2035,8,133333,11,1
3099,69,138630,2016,2036,7,116666,11,1
3100,39,138610,2017,2037,6,100000,11,1
3101,56,138590,2018,2038,5,83333,11,1
3102,40,138540,2019,2039,4,66666,11,0
3103,59,138390,2020,2040,3,50000,11,0
3104,35,138140,2021,2041,2,33333,11,0
3105,54,138080,2015,2035,8,133333,11,1
3106,82,138080,2019,2039,4,66666,12,0
3107,49,138070,2015,2035,8,133333,11,1
3108,30,138040,2019,2039,4,66666,11,0
3109,51,138040,2014,2034,9,150000,13,1
3110,77,138000,2015,2035,8,133333,11,1
3111,59,137990,2019,2039,4,66666,13,0
3112,49,137940,2016,2036,7,116666,11,1
3113,49,137900,2011,2031,12,200000,11,1
3114,77,137890,2012,2032,11,183333,11,1
3115,41,137850,2013,2033,10,166666,16,0
3116,47,137820,2014,2034,9,150000,13,1
3117,57,137770,2015,2035,8,133333,11,1
3118,53,137650,2016,2036,7,116666,11,1
3119,49,137630,2017,2037,6,100000,16,0
3120,32,137630,2018,2038,5,83333,11,1
3121,71,137620,2019,2039,4,66666,11,0
3122,47,137620,2020,2040,3,50000,12,0
3123,44,137610,2021,2041,2,33333,11,0
3124,36,137600,2015,2035,8,133333,11,1
3125,78,137590,2019,2039,4,66666,11,0
3126,48,137580,2015,2035,8,133333,11,1
3127,53,137570,2019,2039,4,66666,11,0
3128,61,137550,2014,2034,9,150000,13,1
3129,37,137540,2015,2035,8,133333,16,1
3130,51,137540,2019,2039,4,66666,11,0
3131,49,137530,2016,2036,7,116666,11,1
3132,58,137530,2011,2031,12,200000,12,1
3133,47,137460,2012,2032,11,183333,11,1
3134,56,137300,2013,2033,10,166666,11,1
3135,43,137130,2014,2034,9,150000,13,1
3136,35,137000,2015,2035,8,133333,11,1
3137,54,136900,2016,2036,7,116666,13,1
3138,49,136640,2017,2037,6,100000,12,1
3139,57,136590,2018,2038,5,83333,12,1
3140,35,136560,2019,2039,4,66666,12,0
3141,55,136460,2020,2040,3,50000,11,0
3142,58,136090,2021,2041,2,33333,11,0
3143,48,136030,2015,2035,8,133333,11,1
3144,46,135890,2019,2039,4,66666,11,0
3145,40,135680,2015,2035,8,133333,14,1
3146,62,135590,2019,2039,4,66666,11,0
3147,37,135380,2014,2034,9,150000,13,1
3148,39,135350,2015,2035,8,133333,16,1
3149,45,135280,2019,2039,4,66666,11,0
3150,66,135270,2016,2036,7,116666,16,1
3151,58,135150,2011,2031,12,200000,11,1
